Split,Classifier,Parameters,Threshold,Accuracy,Precision,Recall,F1,AUC_ROC
2,NB,{},0.01,0.6814852351775925,0.3686635944700461,0.011666909727285985,0.02261803788521346,0.5486169605245003
2,NB,{},0.02,0.6799649882526374,0.39631336405529954,0.025083855913664868,0.04718145659031683,0.5486169605245003
2,NB,{},0.05,0.671534528032432,0.3741935483870968,0.05920956686597637,0.10224124905565347,0.5486169605245003
2,NB,{},0.1,0.6578523057078361,0.3686635944700461,0.11666909727285985,0.17724603965880137,0.5486169605245003
2,NB,{},0.2,0.6347721933016999,0.3766413268832066,0.23844246755140733,0.292016431505626,0.5486169605245003
2,NB,{},0.3,0.6049661399548533,0.3680896805896806,0.34956978270380634,0.35859076969107634,0.5486169605245003
2,NB,{},0.5,0.5320403556456442,0.34792223348382934,0.5506781391278985,0.42642574816487855,0.5486169605245003
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.01,0.6823144607730225,0.41013824884792627,0.012979437071605659,0.02516256714729997,0.5677423105686195
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.02,0.6783065370617773,0.3548387096774194,0.022458801225025523,0.04224386229598135,0.5677423105686195
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.05,0.6721794812733219,0.38064516129032255,0.060230421467113895,0.10400402921178545,0.5677423105686195
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.1,0.6572994886442162,0.36589861751152075,0.1157940790433134,0.17591669436136037,0.5677423105686195
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.2,0.6328373335790298,0.37180373185901866,0.23537990374799475,0.2882657617431685,0.5677423105686195
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3,0.601464965218593,0.36225429975429974,0.3440280005833455,0.3529059765128281,0.5677423105686195
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.5,0.5489012760860552,0.36478393071040266,0.5773661951290652,0.4470920383963862,0.5677423105686195
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.01,0.6843414566729626,0.511520737327189,0.016187837246609306,0.031382527565733676,0.5971836492384838
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.02,0.6824526650389275,0.45852534562211983,0.029021437946623888,0.054587848031820055,0.5971836492384838
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.05,0.6769705624913622,0.42857142857142855,0.06781391278984979,0.11709896751447998,0.5971836492384838
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.1,0.6675266043211867,0.41705069124423966,0.1319819162899227,0.20050958236401906,0.5971836492384838
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.2,0.6459206707513705,0.40451508868924213,0.25608866851392736,0.31362743347026256,0.5971836492384838
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.3,0.6252360989542544,0.4018734643734644,0.3816537844538428,0.3915027301967237,0.5971836492384838
2,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.5,0.5635509282719859,0.3794342578089008,0.600554178212046,0.4650479954827781,0.5971836492384838
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.01,0.6821301884184825,0.4009216589861751,0.01268776432842351,0.02459711620016964,0.58398721059214
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.02,0.6807942138480675,0.41705069124423966,0.026396383257984542,0.04965025373748457,0.58398721059214
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.05,0.6742064771732621,0.4009216589861751,0.06343882164211755,0.10954419541677159,0.58398721059214
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.1,0.6626433869258764,0.39262672811059907,0.12425258859559574,0.18876703223662347,0.58398721059214
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.2,0.6413138618878703,0.3929970052983184,0.24879684993437362,0.304697267369173,0.58398721059214
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.3,0.6215506518634542,0.3957309582309582,0.3758203295901998,0.38551873737751513,0.58398721059214
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.5,0.5581148938130557,0.3739979729107159,0.5919498322881727,0.4583850931677018,0.58398721059214
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.01,0.6836043672548026,0.47465437788018433,0.015021146273880705,0.029120723777212327,0.5960176948130864
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.02,0.6818998479753074,0.4447004608294931,0.028146419717077438,0.05294198326704156,0.5960176948130864
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.05,0.6791818307458424,0.45069124423963136,0.07131398570803558,0.1231427851926467,0.5960176948130864
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.1,0.6701985534620168,0.4304147465437788,0.13621117106606387,0.2069347513016506,0.5960176948130864
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.2,0.6475791219422307,0.40866159870997465,0.25871372320256675,0.3168422932666548,0.5960176948130864
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.3,0.6268945501451145,0.40463759213759215,0.3842788391424821,0.39419552696536764,0.5960176948130864
2,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.5,0.5591283917630258,0.3750115175527504,0.5935540323756745,0.4596273291925466,0.5960176948130864
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.01,0.6830515501911826,0.4470046082949309,0.014146128044334258,0.027424370935821323,0.5914235299374573
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.02,0.6814391670889575,0.43317972350230416,0.027417237859122066,0.051570429296392814,0.5914235299374573
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.05,0.6783526051504123,0.4423963133640553,0.07000145836371591,0.12087635356333416,0.5914235299374573
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.1,0.6701985534620168,0.4304147465437788,0.13621117106606387,0.2069347513016506,0.5914235299374573
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.2,0.6502510710830608,0.41534208707671044,0.2629429779787079,0.32202178960528666,0.5914235299374573
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.3,0.6254203713087944,0.4021805896805897,0.38194545719702494,0.3918019298376842,0.5914235299374573
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.5,0.5584834385221357,0.3743665345987285,0.592533177774537,0.4588368153585545,0.5914235299374573
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.01,0.6832358225457226,0.45622119815668205,0.014437800787516407,0.027989821882951654,0.6024951277394036
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.02,0.6815313032662275,0.43548387096774194,0.02756307423071314,0.05184474009052256,0.6024951277394036
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.05,0.6759570645413921,0.4184331797235023,0.06620971270234796,0.1143288844119869,0.6024951277394036
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.1,0.6695536002211269,0.4271889400921659,0.13519031646492635,0.20538384845463611,0.6024951277394036
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.2,0.6508960243239508,0.41695461875143974,0.2639638325798454,0.3232720128594392,0.6024951277394036
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.3,0.6273552310314645,0.40540540540540543,0.3850080210004375,0.3949435260677687,0.6024951277394036
2,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.5,0.5650251071083061,0.3809085045609509,0.6028875601575033,0.46685488424618854,0.6024951277394036
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.01,0.6840650481411527,0.4976958525345622,0.01575032813183608,0.030534351145038163,0.5762284062736156
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.02,0.6814391670889575,0.43317972350230416,0.027417237859122066,0.051570429296392814,0.5762284062736156
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.05,0.6741143409959921,0.4,0.06329298527052647,0.10929236968018133,0.5762284062736156
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.1,0.6625512507486064,0.3921658986175115,0.12410675222400466,0.18854547468704996,0.5762284062736156
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.2,0.6396554106970102,0.3888504952775858,0.2461717952457343,0.3014824075727809,0.5762284062736156
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.3,0.6088358594001935,0.37453931203931207,0.3556949103106315,0.3648739621512454,0.5762284062736156
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.5,0.5482563228451651,0.3641389477563807,0.5763453405279276,0.44630152456239414,0.5762284062736156
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.01,0.6845257290275026,0.5207373271889401,0.016479509989791453,0.03194797851286401,0.6040155676643937
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.02,0.6830054821025475,0.47235023041474655,0.029896456176170337,0.05623371279659855,0.6040155676643937
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.05,0.6789054222140324,0.447926267281106,0.07087647659326236,0.12238730798287585,0.6040155676643937
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.1,0.6704749619938268,0.43179723502304146,0.1366486801808371,0.2075994239503711,0.6040155676643937
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.2,0.6502510710830608,0.41534208707671044,0.2629429779787079,0.32202178960528666,0.6040155676643937
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.3,0.6277237757405445,0.406019656019656,0.3855913664868018,0.3955419253496895,0.6040155676643937
2,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.5,0.5667756944764362,0.3826591725790104,0.6056584512177337,0.46900056465273854,0.6040155676643937
3,LR,"{'C': 0.001, 'penalty': 'l1'}",0.01,0.7142694971052332,0.41818181818181815,0.014704707104611204,0.0284104068555547,0.6336009991445761
3,LR,"{'C': 0.001, 'penalty': 'l1'}",0.02,0.7131342944715632,0.43068181818181817,0.030288499960041557,0.056596729634883894,0.6336009991445761
3,LR,"{'C': 0.001, 'penalty': 'l1'}",0.05,0.7089113406743104,0.430063578564941,0.07568129145688483,0.1287121984369691,0.6336009991445761
3,LR,"{'C': 0.001, 'penalty': 'l1'}",0.1,0.6999205358156431,0.42007266121707537,0.1478462399104931,0.21871490216941536,0.6336009991445761
3,LR,"{'C': 0.001, 'penalty': 'l1'}",0.2,0.6837779543648541,0.4196844136678397,0.29545272916167187,0.34677797579964353,0.6336009991445761
3,LR,"{'C': 0.001, 'penalty': 'l1'}",0.3,0.6624361448518561,0.4108832210701582,0.43386877647246863,0.4220632822825158,0.6336009991445761
3,LR,"{'C': 0.001, 'penalty': 'l1'}",0.5,0.5823135429674197,0.3664063209517755,0.6448493566690642,0.4672940495149848,0.6336009991445761
3,LR,"{'C': 0.001, 'penalty': 'l2'}",0.01,0.7147235781587014,0.4409090909090909,0.015503875968992248,0.02995445070640006,0.6543011518179662
3,LR,"{'C': 0.001, 'penalty': 'l2'}",0.02,0.7140878646838461,0.45454545454545453,0.03196675457524175,0.05973269618457404,0.6543011518179662
3,LR,"{'C': 0.001, 'penalty': 'l2'}",0.05,0.7127710296287887,0.46866485013623976,0.08247422680412371,0.1402650356778797,0.6543011518179662
3,LR,"{'C': 0.001, 'penalty': 'l2'}",0.1,0.7100465433079804,0.470708446866485,0.16566770558619037,0.24507891470118812,0.6543011518179662
3,LR,"{'C': 0.001, 'penalty': 'l2'}",0.2,0.6924054943807469,0.4412532637075718,0.3106369375849117,0.36459994372010124,0.6543011518179662
3,LR,"{'C': 0.001, 'penalty': 'l2'}",0.3,0.665705528436826,0.41633239990918036,0.43962279229601214,0.4276607323330483,0.6543011518179662
3,LR,"{'C': 0.001, 'penalty': 'l2'}",0.5,0.5942104665682825,0.378303514667151,0.6657875809158476,0.48246706240046333,0.6543011518179662
3,LR,"{'C': 0.1, 'penalty': 'l1'}",0.01,0.7145873538426609,0.4340909090909091,0.015264125309677934,0.029491237551146455,0.6584606937112182
3,LR,"{'C': 0.1, 'penalty': 'l1'}",0.02,0.7146327619480077,0.4681818181818182,0.032925757212499004,0.061524677070111264,0.6584606937112182
3,LR,"{'C': 0.1, 'penalty': 'l1'}",0.05,0.715268475422863,0.49364214350590374,0.08686965555821945,0.1477404009514101,0.6584606937112182
3,LR,"{'C': 0.1, 'penalty': 'l1'}",0.1,0.7119082756271995,0.48001816530426883,0.16894429793015264,0.24992610983034813,0.6584606937112182
3,LR,"{'C': 0.1, 'penalty': 'l1'}",0.2,0.6964014076512658,0.4512430468838688,0.3176696235914649,0.372854328862208,0.6584606937112182
3,LR,"{'C': 0.1, 'penalty': 'l1'}",0.3,0.6682937904415939,0.42064633315673955,0.4441780548229841,0.43209204695638653,0.6584606937112182
3,LR,"{'C': 0.1, 'penalty': 'l1'}",0.5,0.5941650584629357,0.3782581055308328,0.6657076640294094,0.48240915013754154,0.6584606937112182
3,LR,"{'C': 0.1, 'penalty': 'l2'}",0.01,0.7145873538426609,0.4340909090909091,0.015264125309677934,0.029491237551146455,0.6573158295684551
3,LR,"{'C': 0.1, 'penalty': 'l2'}",0.02,0.7155863321602907,0.49204545454545456,0.03460401182769919,0.06466064361980138,0.6573158295684551
3,LR,"{'C': 0.1, 'penalty': 'l2'}",0.05,0.7166307185832671,0.5072661217075386,0.08926716215136259,0.15181787291879037,0.6573158295684551
3,LR,"{'C': 0.1, 'penalty': 'l2'}",0.1,0.7128164377341355,0.48455949137148047,0.17054263565891473,0.2522905952592067,0.6573158295684551
3,LR,"{'C': 0.1, 'penalty': 'l2'}",0.2,0.6977182427063231,0.45453513452151206,0.3199872132981699,0.3755745239658569,0.6573158295684551
3,LR,"{'C': 0.1, 'penalty': 'l2'}",0.3,0.6701555227608128,0.42374933777340495,0.4474546471669464,0.43527948379071757,0.6573158295684551
3,LR,"{'C': 0.1, 'penalty': 'l2'}",0.5,0.5926665909864911,0.37675960403233133,0.663070406776952,0.48049804546112646,0.6573158295684551
3,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.01,0.7134521512089909,0.37727272727272726,0.013266203148725326,0.025631127924033045,0.5814984599195829
3,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.02,0.7110001135202634,0.37727272727272726,0.026532406297450652,0.04957813783319645,0.5814984599195829
3,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.05,0.7035531842433874,0.3764759309718438,0.06625109885718852,0.11267414203194019,0.5814984599195829
3,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.1,0.6894312634805313,0.3676203451407811,0.12938543914329098,0.1914050954660992,0.5814984599195829
3,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.2,0.6595300261096606,0.3590645930298558,0.25277711180372414,0.29668886596004124,0.5814984599195829
3,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.3,0.6235668066749915,0.34609853931733897,0.3654599216814513,0.3555158205706289,0.5814984599195829
3,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.5,0.5504824611193098,0.3345745163926982,0.5888276192759531,0.42669755320689157,0.5814984599195829
3,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.01,0.7132705187876036,0.36818181818181817,0.012946535602972908,0.025013510383694895,0.5799929091124401
3,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.02,0.7108638892042229,0.37386363636363634,0.026292655638136337,0.049130142611812144,0.5799929091124401
3,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.05,0.7032353275059599,0.37329700272479566,0.06569168065212179,0.11172273190621815,0.5799929091124401
3,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.1,0.6903394255874674,0.37216167120799276,0.13098377687205306,0.19376958089495774,0.5799929091124401
3,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.2,0.6585310477920309,0.3565671472357816,0.2510189403020858,0.2946252696745146,0.5799929091124401
3,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.3,0.6242025201498468,0.34715810186937107,0.36657875809158474,0.35660421363601025,0.5799929091124401
3,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.5,0.552298785333182,0.3363908818454273,0.5920242947334772,0.42901404372375856,0.5799929091124401
3,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.01,0.7134975593143376,0.3795454545454545,0.01334612003516343,0.02578553230911758,0.6051723067074051
3,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.02,0.7118174594165059,0.3977272727272727,0.02797091025333653,0.052266109161502275,0.6051723067074051
3,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.05,0.706232262458849,0.4032697547683924,0.07096619515703669,0.12069317023445465,0.6051723067074051
3,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.1,0.693926665909865,0.39009990917347864,0.1372972109006633,0.20310929833894897,0.6051723067074051
3,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.2,0.6663412419116812,0.3760926325349075,0.2647646447694398,0.3107588406340869,0.6051723067074051
3,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.3,0.6352366897491202,0.36554908045107093,0.3859985614960441,0.3754956075565576,0.6051723067074051
3,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.5,0.5616074469292769,0.3456997547906639,0.6084072564532885,0.44088605762270155,0.6051723067074051
3,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.01,0.712725621523442,0.3409090909090909,0.011987532965715655,0.023160657762680458,0.603871130436879
3,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.02,0.7109092973095698,0.375,0.026372572524574443,0.049279474352273575,0.603871130436879
3,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.05,0.7055965489839936,0.39691189827429607,0.06984735874690322,0.11879034998301052,0.603871130436879
3,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.1,0.6940628902259053,0.3907811080835604,0.13753696155997763,0.20346397115327777,0.603871130436879
3,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.2,0.6637529799069134,0.36962197752298787,0.2602093822424678,0.30541225025794955,0.603871130436879
3,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.3,0.6346009762742649,0.36448951789903883,0.3848797250859107,0.3744072144911763,0.603871130436879
3,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.5,0.5596548983993643,0.34374716192898014,0.60497083033645,0.43839583031706963,0.603871130436879
3,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.01,0.7128618458394823,0.3477272727272727,0.012227283625029969,0.02362387091793407,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.02,0.7116812351004654,0.39431818181818185,0.02773115959402222,0.05181811394011797,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.05,0.7076399137245999,0.4173478655767484,0.07344361863661791,0.12490655793408087,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.1,0.6995572709728687,0.41825613079019075,0.14720690481898827,0.217769107997872,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.2,0.6835055057327734,0.41900329208763765,0.29497322784304325,0.34621517681268177,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.3,0.6629810421160177,0.41179141754332854,0.43482777910972586,0.42299619062427113,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.5,0.5984788284708821,0.38257197348106436,0.6732997682410293,0.4879108151151006,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.01,0.7128618458394823,0.3477272727272727,0.012227283625029969,0.02362387091793407,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.02,0.7116812351004654,0.39431818181818185,0.02773115959402222,0.05181811394011797,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.05,0.7076399137245999,0.4173478655767484,0.07344361863661791,0.12490655793408087,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.1,0.6995572709728687,0.41825613079019075,0.14720690481898827,0.217769107997872,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.2,0.6835055057327734,0.41900329208763765,0.29497322784304325,0.34621517681268177,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.3,0.6629810421160177,0.41179141754332854,0.43482777910972586,0.42299619062427113,0.6605583941273954
3,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.5,0.5984788284708821,0.38257197348106436,0.6732997682410293,0.4879108151151006,0.6605583941273954
3,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.01,0.7137700079464184,0.3931818181818182,0.013825621353792056,0.026711958619624797,0.6645204628439754
3,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.02,0.7108184810988761,0.37272727272727274,0.026212738751698234,0.048980810871350706,0.6645204628439754
3,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.05,0.7096832784652061,0.43778383287920075,0.07703987852633261,0.1310227658851512,0.6645204628439754
3,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.1,0.7088659325689636,0.4648047229791099,0.16358986653879964,0.24200508364367207,0.6645204628439754
3,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.2,0.6947667158587808,0.4471563174026564,0.31479261567969313,0.36947753494043717,0.6645204628439754
3,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.3,0.6674764445453514,0.41928403844698403,0.4427395508670982,0.43069268444375347,0.6645204628439754
3,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.5,0.5999318878419798,0.38402506584324764,0.6758571086070486,0.48976400752859417,0.6645204628439754
3,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.01,0.7135883755250312,0.3840909090909091,0.013505953808039638,0.026094341079286647,0.6646319832955357
3,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.02,0.7106368486774889,0.36818181818181817,0.025893071205945816,0.04838348390950497,0.6646319832955357
3,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.05,0.7096378703598593,0.4373297002724796,0.0769599616398945,0.1308868501529052,0.6646319832955357
3,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.1,0.7076853218299467,0.45890099909173476,0.16151202749140894,0.23893125258615594,0.6646319832955357
3,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.2,0.6939947780678851,0.44522647292541717,0.31343402861024533,0.3678829378107119,0.6646319832955357
3,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.3,0.6673402202293109,0.41905698932869145,0.4424998002077839,0.4304594573583146,0.6646319832955357
3,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.5,0.6002043364740606,0.384297520661157,0.6763366099256773,0.4901114811061242,0.6646319832955357
3,SVM,"{'C': 0.001, 'tol': 0.0001}",0.01,0.714814394369395,0.44545454545454544,0.015663709741868457,0.030263259476569136,0.6676890779244793
3,SVM,"{'C': 0.001, 'tol': 0.0001}",0.02,0.7149506186854353,0.47613636363636364,0.03348517541756573,0.0625699992533413,0.6676890779244793
3,SVM,"{'C': 0.001, 'tol': 0.0001}",0.05,0.7137245998410716,0.4782016348773842,0.0841524814193239,0.14311926605504585,0.6676890779244793
3,SVM,"{'C': 0.001, 'tol': 0.0001}",0.1,0.7117266432058122,0.47910990009082655,0.16862463038440023,0.2494532127445765,0.6676890779244793
3,SVM,"{'C': 0.001, 'tol': 0.0001}",0.2,0.6986264048132592,0.4568055397888523,0.321585551026932,0.3774505205890629,0.6676890779244793
3,SVM,"{'C': 0.001, 'tol': 0.0001}",0.3,0.6739698036099444,0.4301067130855975,0.45416766562774713,0.44180984218300545,0.6676890779244793
3,SVM,"{'C': 0.001, 'tol': 0.0001}",0.5,0.6008854580542626,0.3849786577059304,0.6775353632222488,0.4909801650499493,0.6676890779244793
3,SVM,"{'C': 0.001, 'tol': 0.001}",0.01,0.7150414348961289,0.45681818181818185,0.016063294174058978,0.031035281401991813,0.6545778474364842
3,SVM,"{'C': 0.001, 'tol': 0.001}",0.02,0.715268475422863,0.48409090909090907,0.034044593622632464,0.06361532143657134,0.6545778474364842
3,SVM,"{'C': 0.001, 'tol': 0.001}",0.05,0.7159041888977182,0.5,0.08798849196835291,0.14964322120285423,0.6545778474364842
3,SVM,"{'C': 0.001, 'tol': 0.001}",0.1,0.7118174594165059,0.47956403269754766,0.16878446415727644,0.2496896612874623,0.6545778474364842
3,SVM,"{'C': 0.001, 'tol': 0.001}",0.2,0.6949029401748212,0.4474968781927574,0.31503236633900744,0.36975893443391805,0.6545778474364842
3,SVM,"{'C': 0.001, 'tol': 0.001}",0.3,0.66593256896356,0.4167108151063347,0.44002237672820266,0.42804944414211304,0.6545778474364842
3,SVM,"{'C': 0.001, 'tol': 0.001}",0.5,0.5917130207742082,0.37580601216964854,0.6613921521617517,0.4792818879397712,0.6545778474364842
3,SVM,"{'C': 0.1, 'tol': 0.0001}",0.01,0.7146327619480077,0.43636363636363634,0.015344042196116039,0.02964564193623099,0.6765500287160442
3,SVM,"{'C': 0.1, 'tol': 0.0001}",0.02,0.7135429674196844,0.4409090909090909,0.031007751937984496,0.057940715299036806,0.6765500287160442
3,SVM,"{'C': 0.1, 'tol': 0.0001}",0.05,0.7106822567828357,0.4477747502270663,0.07879805002797091,0.1340129119945634,0.6765500287160442
3,SVM,"{'C': 0.1, 'tol': 0.0001}",0.1,0.7028720626631854,0.4348319709355132,0.15304083752896988,0.22639947981320568,0.6765500287160442
3,SVM,"{'C': 0.1, 'tol': 0.0001}",0.2,0.6899534566920196,0.4351231694857532,0.30632142571725407,0.3595347528374449,0.6765500287160442
3,SVM,"{'C': 0.1, 'tol': 0.0001}",0.3,0.6687478714950619,0.42140316355104823,0.44497722368736514,0.4328694705745161,0.6765500287160442
3,SVM,"{'C': 0.1, 'tol': 0.0001}",0.5,0.6076058576455897,0.3916992098810281,0.6893630624150883,0.4995511799623571,0.6765500287160442
3,SVM,"{'C': 0.1, 'tol': 0.001}",0.01,0.7124985809967079,0.32954545454545453,0.011587948533525134,0.02238863583725778,0.49086814105059773
3,SVM,"{'C': 0.1, 'tol': 0.001}",0.02,0.7086843001475763,0.31931818181818183,0.02245664508910733,0.04196221906966326,0.49086814105059773
3,SVM,"{'C': 0.1, 'tol': 0.001}",0.05,0.6962424792825519,0.3033605812897366,0.05338448014065372,0.09079170914033301,0.49086814105059773
3,SVM,"{'C': 0.1, 'tol': 0.001}",0.1,0.6755363832444091,0.2981380563124432,0.10493087189323104,0.15522846840456347,0.49086814105059773
3,SVM,"{'C': 0.1, 'tol': 0.001}",0.2,0.6331025087978204,0.2929957997502554,0.20626548389674737,0.24209736422474437,0.49086814105059773
